,title,image,year,release_year,rating,runtime,plot,genres,score,Action,Adventure,Anime,Children,Comedy,Cult,Documentaries,Dramas,Fantasy,Horror,International,Reality,Romantic,Sci-Fi,Thrillers,media type
293,Top Boy,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABe4jIrXCxDH30namACvZ-aBZwkO-Jd3Oi7iYHUSC8xwXnOae8NfZKA6WQGq7JrVOdpkf6aTX9DejBEIqWP0VJkiBmZ3WFuTnRSAfQmzP1T4GAQSi0XZoM8GurzYL.jpg?r=93f,2019,2019,TV-MA,1 Season,"Two seasoned drug dealers return to the gritty streets of London, but their pursuit of money and power is threatened by a young and ruthless hustler.",['International'],8.4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,tv
294,Unbelievable,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABcvoq1JcfDXNFBvcnxTDjo08Xf5oFDOPPXz9TMYgQFkV1ehMheW-4MdT6yY_ACsNX0w3BfCbd2RYsPOaqJ9FW8In_tGrN8JryPjn8rDUFn1fM_uU0n9HUw0MiATX.jpg?r=d58,2019,2019,TV-MA,1 Season,"After a young woman is accused of lying about a rape, two female detectives investigate a spate of eerily similar attacks. Inspired by true events.",['Dramas'],8.6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,tv
295,The I-Land,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABSVM9p6_tbqm30qPRp8nXAP_PfwXRehvxebfNIMDUc1BVIuZTzsuHZo0Ih0EcGTsH2lGmObwicWsMjbUnEWJUe6NmtgstRCx2yHe5ftvvNtBuBtWob_GjRSGQAur.jpg?r=70a,2019,2019,TV-MA,1 Season,"Wiped clean of memories and thrown together, a group of strangers fight to survive harsh realities – and the island that traps them.","['Action', 'Adventure', 'Dramas', 'Sci-Fi', 'Fantasy']",7.4,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,tv
296,"The Mind, Explained",https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABXy_1bSN87XA5zULhmFt4we0QSp7jzorBgcPeffmIa2hWmuS0Ub7Sowjl1IW-0FQ5EzkeudsUx-SirCbP0bE_tz46SFi-aH9wGNIBZAiFoFaeCMl9XRDFNjh3zMO.jpg?r=471,2019,2019,TV-14,1 Season,"Ever wonder what's happening inside your head? From dreaming to anxiety disorders, discover how your brain works with this illuminating series.","['Documentaries', 'Reality']",8.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,tv
297,Tobot,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQndPgfRthNnU7Ds10mAetF-4xYBs32x-_BgNxvn6olfUNt4EDnMmPMctJ71T9-INF8g95PCiP-BwtQfyBw30C_KM40.jpg?r=e8d,2018,2018,TV-Y7-FV,2 Seasons,They’re robots that can transform into cars – and the Tobots are committed to fighting villains to protect the city and root out crime.,"['Children', 'International']",4.4,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,tv
298,Shameless (U.S.),https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWNqv6AoN6i5u8gvBkB-goUH7DCWJMF-sCD74huU7O-MHSk7kC_cbRKpvys70ZCA2rh3x7Q5Vr-DIbufBb-cyvC7rIA.jpg?r=250,2018,2018,TV-MA,9 Seasons,This dramedy based on a British series centers on siblings in a dysfunctional Chicago family who struggle while coping with their alcoholic father.,"['Comedy', 'Dramas']",8.3,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,tv
299,Sword Art Online,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRhVJmcnyuuzsbIpsP0_x3LFvQliez0RHPqqCKxE3U4DO9OyODR9yh3OFwMiBw_dys_LaZM9I2ijj7oQ8r_WJ3mNGMw.jpg?r=ced,2014,2014,TV-14,2 Seasons,A video game whiz helps create a new technology that enables players to guide their online avatars with their own bodies – but a dark twist emerges.,"['Anime', 'International']",7.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,tv
300,Archibald's Next Big Thing,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRols95qNCntgKkp9wl-m0vgo5b32giX8PcXcc49lx7ILNT0KL4GKFK5LdmZw41pmjA3uFgzAfOek_A1G3AKBQ-vLwWStaFzbgwvIaKCDEF-d7My65zuyEoxsxrF.jpg?r=0b7,2019,2019,TV-Y7,1 Season,"Happy-go-lucky chicken Archibald may not remember to do his chores, but he never forgets to have fun. After all, life's an adventure!","['Children', 'Comedy']",6.8,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,tv
301,Elite,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVpYt56U6pNKxionUSPpm08fXYSFA0rYQKCUxj2GFefHZlqVVvbcpAX7HR5TCaGPZxiv5CJNtL3w278OiEdY_0xyaFUo4_ZK8nrJSZgaJt-ysE8T24e423GWl7Kp.jpg?r=5dc,2019,2019,TV-MA,2 Seasons,"When three working-class teens enroll in an exclusive private school in Spain, the clash between them and the wealthy students leads to murder.","['International', 'International']",7.8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,tv
302,Hip-Hop Evolution,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZu_sEizHi9XKFsBVaGsIOH54LSkEYWK0uaP_gf-DvALishjMZPtqrMwycXs8qE2j0eC3txQujHj8Ce3EjoDAQS-nfeoRL1m8aS06ht4JP68iOEFQqNwhXXZWUGH.jpg?r=151,2019,2019,TV-MA,3 Seasons,"Interviews with influential MCs, DJs and moguls trace the genre's dynamic evolution from the 1970s through the 1990s in this documentary series.","['Documentaries', 'International']",7.1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,tv
303,Jack Whitehall: Travels with My Father,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRsX8uLPbIm4Tjo8hteAHyKgY1vqafghK-ilY_ICfT6GdP2RnrjbYlIlmCanqCpjgkRjlkGhuyTCAGtD5VHlBlTxRpOtc270rDd_THmDGYRMvyEPr37rB4QArapH.jpg?r=bdb,2019,2019,TV-MA,3 Seasons,"Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond.","['Documentaries', 'International']",6.9,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,tv
304,The Spy,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRYUvmtnJHj25lSTdx3C5MXf9FeML0MbSvvLl8uzT4VvED_8DIWmnjGMYXu-DA18DDpr71Mq4rv_a5dgzPED9kzvpaCHE9QvxxAh8GR45eo1QvtBUN_N6eVW4c4n.jpg?r=001,2019,2019,TV-MA,1 Season,"In the 1960s, Israeli clerk-turned-secret agent Eli Cohen goes deep undercover inside Syria on a perilous, years-long mission to spy for Mossad.","['International', 'Dramas', 'Thrillers']",8.6,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,tv
305,Loo Loo Kids: Johny & Friends Musical Adventures,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZYH_zfFLKBA1gQYNncHZgzGi2nN_sP2sWtqMWz3anLyO5TbPXrmkimJBiu7Q-AaJbdKvT5WGT4D9JnSL8nkcSLuIBw.jpg?r=f2d,2016,2016,TV-Y,1 Season,"Music-loving baby Johny goes on dance-filled adventures with his family, friends and adorable critters in this colorful, animated preschooler series.",['Children'],7.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,tv
306,Marvel's Agents of S.H.I.E.L.D.,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABYGl5WW_PzvNCjfdd5AIzZ0gotCi3c3eViXH-fs-jxxaRi5bZXNDhXRHQ9jHQIIPi0EUbnerJYyQBU9KaOKtx5uYqSw.jpg?r=809,2019,2019,TV-14,6 Seasons,"Agent Phil Coulson, seen in action in Marvel's The Avengers, assembles a team of top S.H.I.E.L.D. agents to investigate bizarre threats.","['Action', 'Adventure', 'Sci-Fi', 'Fantasy']",7.8,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,tv
307,Moving Art,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABfD-_Xl_cEaUcsantuA_Mwq-_oR_Z67euxzXpyDidsVOBbzXE8MMsedC0XI7vygQs3RQGv3D83_unlN4rV4V_P9oMCY.jpg?r=53f,2018,2018,TV-G,3 Seasons,"Experience nature's art as filmmaker Louie Schwartzberg highlights the beauty that lurks in oceans, forests, deserts and flowers.","['Documentaries', 'Reality']",7.7,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,tv
308,Naruto,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABfA-NKYSaedeAEdVk-z5LmcO67DI3DM5ff2fszMLkdsoGcxDZmfIQD2fbWkLoszGkQVJfUmMtZA614199lZS9VMUM6w.jpg?r=c25,2006,2006,TV-PG,9 Seasons,"Guided by the spirit demon within him, orphaned Naruto learns to harness his powers as a ninja in this anime adventure series.","['Anime', 'International']",7.2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,tv
309,Nature's Weirdest Events,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUXd7G7OGswnnjfpfraLlVzh6L0Hj36jO3VIQadYRTsejRy7NTu8l5_-n2jNxMGcPM2ydOZr9Nn6rhr62glKvu6LnvI.jpg?r=aff,2015,2015,TV-PG,3 Seasons,"Host Chris Packham examines bizarre natural phenomena from around the globe, from strange creatures to geographical oddities.","['Documentaries', 'Reality']",8.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,tv
310,Scream,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQyOR8_Kk-p3R220XF1o8626OJkWnpL9u-HbRkYVCgz46nr0_mkOCx_OmVftSFqTUU18Hf_eo-Mfd7mlaaiQWAP21zs.jpg?r=6d0,2019,2019,TV-14,3 Seasons,"In this new TV series sequel to the classic horror franchise, a cyberbullying incident in Lakewood leads to a murder with chilling echoes of the past.",['Horror'],6.7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,tv
311,Serial Killer with Piers Morgan,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABfJjNSQPyLNMlCSAvsvjYLe9Vt8gBU16uMEKNakli2dVCo7ddU_KPYrPLHUST1SpvgaN2LKQX76n7ZFOiKlGN1wUUoA.jpg?r=e59,2018,2018,TV-14,1 Season,"Through intense prison interviews, Piers Morgan revisits the crimes of three convicted serial killers and learns more about their motives.",['Documentaries'],6.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,tv
312,The Walking Dead,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZ3kSsrBAq_tcrE3Mf42wFyTTHvUycEuDf9tX5wUH8VtZwkbjMZL0FR60eAWXf8I_zjXC-4VTVv_PItRmTblDcUYCTU.jpg?r=5d1,2018,2018,TV-MA,9 Seasons,"In the wake of a zombie apocalypse, survivors hold on to the hope of humanity by banding together to wage a fight for their own survival.","['Cult', 'Action', 'Adventure', 'Dramas']",7.7,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,tv
313,Transformers Rescue Bots Academy,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABXEgTHhGAjCakjHfKh4tAQAlIAX-XW3rZLyCJu28MtdZljK0Li9QVq6FhiJyo8XjZMqadQ-2-HBxKE4jirtuIJwy_yTVLP9_wZZ6JrMp1ot5ETJrYndj8BuNDdWy6eZTzg.jpg?r=531,2019,2019,TV-Y,1 Season,"As part of the first class at the Rescue Bots Academy, five Cybertron recruits train under their skilled teachers and take on daring rescue missions.",['Children'],6.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,tv
314,Transformers: Cyberverse,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABfoOqkGer82i63_-pAATSg8juVzkdXBw-OzS2gr28qghat3VglKhjisBnkDd4GdcI0WVnUKSnA8oVJUChpesRBlun1A.jpg?r=585,2018,2018,TV-Y7,1 Season,Optimus Prime and the AllSpark are missing – and only a memory-scrambled Bumblebee holds the key to finding them in this animated sci-fi series.,['Children'],6.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,tv
315,Luo Bao Bei,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZfTMEdKd3zeONhMf4yg3wy4iJt_Zi1jFqUqhD7aMQwx0I0DSLss_jPl6N3wlUqL1QQcjSRBPEe-AfOKyCysqOom4o0.jpg?r=df6,2018,2018,TV-Y,1 Season,"A bright and spirited seven-year-old girl uses her vivid, dreamlike imagination to navigate everyday adventures alongside her real and imaginary BFFs.",['Children'],7.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,tv
316,Mighty Little Bheem,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWoEXAdjnm06NzRCeY7KJoWeFH2stvgNh3Z69eamVB9qp9as-SJDVfysLmEMgw9ZA0J6ook0snjU1FGCXQAeTEhyhecaoFKJO8qgMU4f4RLrQ2lG3CuiWvpiW7Ve.jpg?r=5ca,2019,2019,TV-Y,2 Seasons,An innocent toddler’s boundless curiosity – and extraordinary might – lead to mischief and adventure in his small Indian town.,"['Children', 'Comedy']",6.8,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,tv
317,Styling Hollywood,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABU9YWHBbky9sktHY03j9UBjVJx3HP9QgPG6deiHF5MOoIN9CTjF7ZaxOzWYXrhAl5saxileAUPBPtN5imPrcLZg_uASZRQbsnuUlJgdsxSoDZsZxmxfLKxnh1lJo.jpg?r=0b8,2019,2019,TV-14,1 Season,"Whether styling superstars or elevating A-list homes, couple Jason Bolden and Adair Curtis of JSN Studio connect famous clientele with the chicest looks.",['Reality'],5.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,tv
318,The A List,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABV16Wbesbd-WmDmm2jxRNxMKVAYpF5vcA4laexmSuNxWkVMarbC9xWuRmMgypZhM_okw2f_Rsur7LIgDjYiERg8lsynMuyRYdOqHLDCZguWVc01BSZcj9mQqlq-Z.jpg?r=446,2018,2018,TV-PG,1 Season,"Romance, rivalry and radical mystery collide as a group of teens attend a remote island sleepaway camp in this suspenseful, supernatural drama.","['International', 'Dramas']",7.8,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
319,The Dark Crystal: Age of Resistance,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABdk229qQeCdIVg6bCcx7PEzPG8tFMdfvHAuKXyRTVdOCKvE6WvRzRSoBf0lXHICjvW9sztO_yWFl5zj_PFsKsew_diZ_73EqvV_DqTf5Cg_cVNMpgSwiXawDo0oh.jpg?r=d0a,2019,2019,TV-PG,1 Season,"As power-hungry overlords drain life from the planet Thra, a group of brave Gelfling unite on a quest to save their world and fight off the darkness.","['Action', 'Adventure', 'Dramas', 'Sci-Fi', 'Fantasy']",7.6,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,tv
320,The Good Bandit,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTeZkPAa-GkDK-shEUwC0vN7xRmgiNiAzZCjfDUcncu7pOVpYup-WTe5bqb4vZDMSgnqMgXapVhWIluMx7YHHavPI9BcZKcNGIpctSrVuKg7NNaNlsBpNvPIWe-3.jpg?r=e43,2018,2018,TV-MA,1 Season,"A near-death experience spurs a feared drug lord to leave behind his life of crime and infidelity, to the disbelief of everyone close to him.","['International', 'International']",6.7,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,tv
321,The Great British Baking Show,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABaUmeSuCWlV_HUaf3FcMegs-qA0ATf1uTYBx3tL5TSXFm1WdhprILQg7IqMpvnpX2deFQMQNCFlbpH0WwRpjeA4THu8SRK965wJS2I1X6TlGtXeLRZSTaFJA602t.jpg?r=826,2019,2019,TV-14,7 Seasons,"A talented batch of amateur bakers face off in a 10-week competition, whipping up their best dishes in the hopes of being named the U.K.'s best.",['Reality'],8.9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,tv
322,Workin' Moms,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABSRJKcxQAmL2lMulV0gAbAS_D715mF0cYpe6JX4UfzNdtTR8Fg-JzGUHg0z_Kn1i-x6LGbcvFUIvGsWzu2BVApLEMsyxj9c4a_JDGwTT6ocoRSyG9trBWxjr2oq1.jpg?r=6a2,2019,2019,TV-MA,3 Seasons,"Maternity leave is over and it's time for these four moms to return to work while navigating kids, bosses, love and life in modern-day Toronto.","['International', 'Comedy']",7.5,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,tv
323,Droppin' Cash: Los Angeles,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABW2PezuYGDfQUfEqeMpMDYcZS0H9iSFH8vKmn-PsLSS8jVKRYBQCBb-gxi2A60PfCqSa3nsDKU0ejcWTkyWkGCm3M-8DcDtBnS4mYwyy4kuiue_P50QezGwD3QTr.jpg?r=609,2019,2019,TV-MA,2 Seasons,This Complex series follows the paper trail of musicians and athletes in Los Angeles as they blow through stacks on the finer things in life.,['Reality'],3.7,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,tv
324,Van Helsing,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABaON5szq4r4yDf7NBnt14UHgSeW6oNmWH9tcjMp5CG15v5GLVNVKdJtuFJcMkI7Uzsyz0O745xl9t3yNdLgDOSlvzew.jpg?r=983,2018,2018,TV-MA,3 Seasons,"After three years in a coma, Vanessa awakens to a world ravaged by vampires. Now, she and a motley band of fellow survivors fight to stay alive.","['International', 'Action', 'Adventure', 'Dramas']",5.6,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
325,Million Pound Menu,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABahvhqmUMIqlXul4ub3I561kb-YxNhBcD3tQAjbhEYHW9msctYtge0USlCerbYTsOJ10wuRJUZS3gp5Ktd9IO_2JM4doKOoexTzyhPX_2noFbmTlK4BWzrvA0gkE.jpg?r=876,2019,2019,TV-MA,2 Seasons,Next-gen restaurateurs get the chance to open their own pop-up eateries to impress the paying public – and a panel of discerning U.K. investors.,"['International', 'Reality']",6.9,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,tv
326,The Good Place,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABY3lblmOgezyMNass-KWAexV953jCALiwtGHWJeJXhbt5FGbKnT5l0BDck6tBq_7SDsv6UWQiy2AfxKj6NLlmJadK9o.jpg?r=cbf,2018,2018,TV-14,3 Seasons,"Due to an error, self-absorbed Eleanor Shellstrop arrives at the Good Place after her death. Determined to stay, she tries to become a better person.",['Comedy'],8.3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,tv
327,13 Reasons Why,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTpjRDwTwH6bMkY8tyqw3i_OuhN82jeQOJ1TmMJ_3YyLDSiKA1S7sWZrhSXqVjBE5_Q4e0-BM7EI-VVqqYWHnovCJsfWzZaNwjVGa0-4Hx8ySF1Vjyntv8hyoIQJ.jpg?r=acf,2019,2019,TV-MA,3 Seasons,"After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",['Dramas'],7.6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,tv
328,13 Reasons Why: Beyond the Reasons,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABbC3kqb9ikCh_W7iRXlvTCp_nY3hSAOpi6gS63uF57NRY93JyxjJuDqjrxZBbaP4QROlLo5RhSaCk7AtFgAcclFqeX3EH50yaiFOQvgVxQRH7NSQe6Z7_6O-9xWx.jpg?r=2d3,2019,2019,TV-MA,3 Seasons,"Cast members, writers, producers and mental health professionals discuss some of the difficult issues and themes explored in ""13 Reasons Why.""",['Documentaries'],7.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,tv
329,HERO MASK,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABT9gOVwaozxptPbhUERsZwFTFn6Af7bJjJOa6EZf_Dlq9Sx6zOyy47XDVnSuBa45paOHDY06Jvhwww6G_gaDRp97Ej9S-kY8FZbey2sq5Cu8RXxIX2QfsZD453va.jpg?r=cca,2019,2019,TV-14,2 Seasons,"After a rash of mysterious deaths, Crown prosecutor Sarah Sinclair and SSC agent James Blood discover a conspiracy surrounding uncanny new bio-masks.","['Anime', 'International']",6.2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,tv
330,Rust Valley Restorers,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABSh_1lI4iEKw2Xuj1u_PAMt5pGJowAzuBoH0-JTd0d-yHdKJiiiw2gyHDTcjSohUcpiQAy6ddhXhIwgvg75ClpRSwj4FU5kNfWk5f_EPLXbJ-1HNCx3A_6cHdhNx.jpg?r=16a,2019,2019,TV-14,1 Season,"Old-school auto collector Mike Hall, his pal Avery Shoaf and son Connor Hall go the extra mile to restore retro cars – and hopefully turn a profit.","['International', 'Reality']",8.7,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,tv
331,Love Alarm,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABeWvKgK-IrlmTmo70xzafiH7MbmGWFwBn1eLPWAr3NxHEVp4zIFbYw3zsVh6Mf-yq5-fpskzHq_5WisCpaj0SlxwTKSYf_DWAp4qMtmtzr0nm1Sa63OOKBbDNrmq.jpg?r=33a,2019,2019,TV-MA,1 Season,"In a world where an app alerts people if someone in the vicinity likes them, Kim Jojo experiences young love while coping with personal adversities.","['International', 'International', 'Romantic']",7.6,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,tv
