,title,image,year,release_year,rating,runtime,plot,genres,score,Action,Adventure,Anime,Children,Comedy,Cult,Documentaries,Dramas,Fantasy,Horror,International,Reality,Romantic,Sci-Fi,Thrillers,media type
675,The Disastrous Life of Saiki K.,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABaCEPOfEkA_vpiCqQ1dg4MEh-IBqNn8eGk1fSii9X-xbEkJ2fUEUu7_RHG47bbnw2cOmCULXZxQLZcrIIcNFm5t-fvM.jpg?r=81c,2018,2018,TV-14,3 Seasons,"High school sophomore Kusuo Saiki swore as a child that he would keep his psychic talents hidden, but his abilities still make his life difficult.","['Anime', 'International']",8.1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,tv
676,ThirTEEN Terrors,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZtx1K5yNuTD5fadP511FjTI6tDA-peVAT1vNXCNi5jBpAIoGqvv_Mk5dlmRdtscO_clu55_BRhUYljKKxWHo5NwkFw.jpg?r=fbf,2014,2014,TV-MA,1 Season,A group of teens searches for the dark truth behind their school's mysterious and brutal history.,"['International', 'Horror']",6.5,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,tv
677,Unsolved,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABagnVQXArwxwwr_8pJxyV7vEdBT-tg90G_qqO5VLNbeYG7QIKMMYpL61d8P8A2ianKFEgdgHOq9M_FmEriE5wXjOlcA.jpg?r=7eb,2018,2018,TV-MA,1 Season,Ride along for a dramatized version of the real-life investigations into the murders of rap icons Tupac Shakur and Biggie Smalls.,['Dramas'],7.7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,tv
678,Attack on Titan,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUo5lCI_e-QLIkxd2JYzGk8IahA9lKkzB7LR6xtU5xVZQTgpHTuRyCbJgbXnuVrx8N0Ss2xehLWQHJwhJZ2j2B0RRiU.jpg?r=ce2,2013,2013,TV-MA,1 Season,"With his hometown in ruins, young Eren Yeager becomes determined to fight back against the giant Titans that threaten to destroy the human race.","['Anime', 'International']",8.1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,tv
679,Babylon Berlin,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTdZCndHl8MMhJJ155baG4l1V-jx1_bgKeVk2b0o9CUyZ9rMY5f_t9qhYa_psv6RWOEKg3bo5tzvdXCa-PnZqxt5uW4dN_g7MMXep8_VHsUiXFpGWx2j6ZSfZ7hQ.jpg?r=abe,2017,2017,TV-MA,2 Seasons,A Soviet freight train's hijacking leads a haunted cop and a poor typist to uncover a political conspiracy amid the vice and glamour of 1929 Berlin.,"['International', 'Dramas']",7.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
680,Chef's Table,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABXt8FwH6tXwVjrw_z1H2UH1EEwL5E2VqXNjNaKPovavH1-q3dP4NkkRSfSVsDHbHyUYIRtgh1AtETV6dww7ptosVUHayitqfUigMGJeWc-3VP6SwXsU0qTvha2Ys.jpg?r=832,2019,2019,TV-MA,6 Seasons,"In this Emmy-nominated docuseries, find out what's inside the kitchens and minds of the international culinary stars who are redefining gourmet food.","['Documentaries', 'Reality']",8.3,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,tv
681,Rebellion,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABfP-4GvPMeNyr3L_Vbx1opV5tOSVl3V_0nRxP14VxVMKSWPkD45SZWZ46XanaCQaILzZIUlrdjk8XGlqzE9dzTLHwA10IDr5D2wYLF8lUshGjdALmkV7kfZukFTe.jpg?r=12b,2016,2016,TV-MA,2 Seasons,"As World War I rages, three women and their families in Dublin choose sides in the violent Easter Rising revolt against British rule.","['International', 'Dramas']",8.1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
682,Suburra: Blood on Rome,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABdh3_c29EB07vXGHQx1R5KJ06XqbD6V4GM0xtRUUy7MjFTGthl8J8KoPhinjz5tYsC6QWRWLkUPPqS8Zdva_0qUFOCcLz3vvkCx3mSxsgm6P9Sg7RM8uRH7sM2ok.jpg?r=d55,2019,2019,TV-MA,2 Seasons,"In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican.","['International', 'Dramas']",7.4,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
683,The Big Family Cooking Showdown,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABXAD4HDVKMZyxTngqli-lOfGYJd-Wa2sX8SE4K6r9BVoPLAU1lK6ZXJ54Db5gBkti2PgaXgi2ri5CK5yt1vsYx1js1RMcldoAa3k1N2JUxpneimQXCKMos9KPjpG.jpg?r=0f8,2018,2018,TV-PG,2 Seasons,"In this unscripted series, families passionate about food serve up their most delicious dishes for the chance to be crowned Britain's best home cooks.","['International', 'Reality']",7.7,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,tv
684,Z4,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUTTKbsoIzeYyKJljMWogYA6zv9E7DM72tgRHRs1TCdjuArPS5odhC9swVIKrDo811zVWQGzzsJ9EcYoN3-AMWMWlyw.jpg?r=791,2018,2018,TV-PG,2 Seasons,Fading music biz veteran Zé realizes he has just one more chance at redemption: He must assemble a hit boy band from a ragtag group of pop newbies.,['Children'],7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,tv
685,The 2000s,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTWzBVht2FPwS6wx6p51WozCAMteZs5eE0ZFybJQ-tDMc7yY6aDpNj1BTedsZiqCE2lhSSXfiKxDdwCnwGiucSt3aoo.jpg?r=167,2018,2018,TV-MA,1 Season,"Examine the triumphs, tragedies, cultural shifts and technological leaps that occurred during the millennium's first decade.",['Documentaries'],8.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,tv
686,The Returned,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABfZIMuSUiUVefp5eCdSzjbdSaEWPzllb_K-8_h6AL7FGtq8_GpuL-KkHVVwoZs8viegm4q0nm-ohn8LvZ3CleKK3E2E.jpg?r=226,2015,2015,TV-MA,1 Season,"On returning home and finding they're believed to be dead, a collection of near-strangers from the same village try to find a reason for their plight.","['International', 'Dramas', 'Horror']",7.1,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,tv
687,Hjørdis,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRTmyPx1AiufVrd5IIvsb5dW-gf2WAfJaWAOpsh_r1nwtmqtBhWMh3kgyAEYwXV_zM5FmOMoG4VovNjwWbwdUpHx7kI.jpg?r=707,2015,2015,TV-14,1 Season,"This miniseries spinoff of ""Rita"" follows teacher Hjørdis as she plans a school play on bullying featuring a cast of socially awkward students.","['International', 'Comedy', 'Dramas']",8.1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,tv
688,Larry Charles' Dangerous World of Comedy,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABclgF-ifp9wk11Fl1dwfrvn1gG2ywQyz3nNMw5ktMT0K4ofPPzJgE9Hy5M_bPm3MMfFIsXFrH9p1JRER6NA_Hmnp0avMSQVTeVSrza-Ntl_cqRwq7A9iPe19d7-G.jpg?r=d81,2019,2019,TV-MA,1 Season,"Legendary comedy writer and director Larry Charles travels the world in search of humor in the most unusual, unexpected and dangerous places.","['Documentaries', 'Comedy']",6.8,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,tv
689,The 43,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTLRF0E7yZfE8rnnO7IoR90E0fNlh2p1uqr7p6gLi4jzcBGfPnXlnUds2pCzW_WIMH9uhUVpgVAbjAlVh102sF2-IpQ.jpg?r=400,2019,2019,TV-MA,1 Season,This docuseries disputes the Mexican government's account of how and why 43 students from Ayotzinapa Rural Teachers' College vanished in Iguala in 2014.,"['Documentaries', 'International']",8.8,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,tv
690,The Kirlian Frequency,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABcIElP29MEJFsHUEMS3axmg3113ZTJP2aj138XxR0qz71sn_PnXLQnSqjF5-y8bOhEEYcM7paElTcHN_o_uVc3T27EM.jpg?r=8df,2017,2017,TV-14,1 Season,"In the midnight hour, a lone DJ broadcasts the strangest – and scariest – tales from the outer edges of Kirlian, a lost city somewhere in Argentina.","['International', 'International', 'Horror']",6.7,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,tv
691,The Umbrella Academy,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRpdN_Bg3ri2fakS8iWCUzh0DyjiJ7RkKWwCXm38fubARnL2Ly_fwp-S39UXku-zVMz5Mk4xgTkUKcWiHAhmluRuQKjrtxa5xfsEw8mKBo1ms7U6uANo-vGNFFi4.jpg?r=e4a,2019,2019,TV-14,1 Season,"Reunited by their father's death, estranged siblings with extraordinary powers uncover shocking family secrets – and a looming threat to humanity.","['Action', 'Adventure', 'Sci-Fi', 'Fantasy']",8.1,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,tv
692,Barbie Dreamhouse Adventures,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABXOUaa1F39_CvPhyMIp24qJk23rpvglVHU9OiFLg84cGXWcR4n0WgOtV0Lsn1fL81wNY-qJiXtXUlVGx65NjxVuL5Ic.jpg?r=7e7,2018,2018,TV-Y,3 Seasons,Get to know Barbie and her BFFs – including next-door neighbor Ken – in this animated vlog of adventures filmed inside her family's new dreamhouse.,['Children'],7.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,tv
693,Dating Around,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABaKLFHpQm8mvGZibMy7Zn4ZHpggkLnGlyP_Hi6-zoUek9ZgU2b7J6X88i9Ts3V_3PvutRlFveyUIz90x7sIQcVdWuTEKjYiWhfB1OSZ_iQElPIDmFLElVGrqZX5v.jpg?r=817,2019,2019,TV-MA,1 Season,"In each episode of flirtations and fails, one real-life single navigates five blind dates. The mission: Find one match worthy of a second date.","['Reality', 'Romantic']",6.5,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,tv
694,Velvet Colección,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUmKQCTIY2-YvBmlr5VzJ7gUcvfemu1UWPCdW0jRx8cHhTD-9xPZ2o2UG3yOLraUuGD962Oq9hdMrAagjYsWdIBtZ_k.jpg?r=97a,2018,2018,TV-14,2 Seasons,"In the late '60s, fashion designer Ana enlists friends Clara, Pedro and Raúl to open a store and design school in Barcelona in this ""Velvet"" spinoff.","['International', 'Romantic', 'International']",8.2,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,tv
695,Iron Ladies,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQ6KKPyZJhWNZuX9vg660r1eYJopi4pcbbe5-TweMqd2ttZ0mNHBj6mxpHt4khB-YbFVwAx5QMACmF0hYYgMyJP3yXE.jpg?r=392,2018,2018,TV-14,1 Season,Three 30-something women in high-level jobs at a beauty e-commerce firm seem to have it all – except when it comes to love and romantic chemistry.,"['International', 'Romantic', 'Dramas']",6.1,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,tv
696,The Break,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRILGD_FAR9_DIQNgnnpF_vMGo7N_P4PEjP6nABSGBVjrxMw9LVGQpI3y4NfiQ7fy78xQmo1YXh_xAam5S_skQ2ty0rXzMv0C_FBluk6W0qWs5hh5LxLdurqB9RC.jpg?r=655,2018,2018,TV-MA,2 Seasons,"A police detective mourning a painful loss moves back to his peaceful hometown, only to be drawn into a murder case that dredges up dark secrets.","['International', 'Dramas']",7.6,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
697,Big Mouth,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABeq8r7M00iIjGi15RoIRXJQleCj_zc0VWqxqvGdpMvaSDHh6Ut02WMhNHqOWQV4GoJOrkbYnI2Tzlw-lg5dqee4vYl68jlbdDrMH9psMw2Hl8yYnWAQdR3A6greI.jpg?r=582,2019,2019,TV-MA,3 Seasons,Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.,['Comedy'],7.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,tv
698,Man Like Mobeen,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABdfXCGJVfAHT2OJFYcJVKzvqbMVrrzi4xOOLgLraOtaxhhTvnV5OSjNyrbQnyOp5TBSJn7fdLIJWl5g4ICVgaNnuzzk.jpg?r=63d,2019,2019,TV-MA,2 Seasons,"Mobeen is trying to be a good friend, follow the faith and raise his teenage sister. Yet his past – and everyday life – complicates matters.",['Comedy'],7.8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,tv
699,Nailed It! Mexico,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABeohaTY_fGHv4fnCEUQvZ6aVoFNwaM6d6wPJrQxPHdJrgIr8KR7DXMVJ1DwOhlBhs-uy3JtYm7QOx_LPJo-XG2igzmJJQ-QsOsH75kjV2OEHhysJqke0mZoulTNN.jpg?r=c09,2019,2019,TV-PG,1 Season,"The fun, fondant and hilarious cake fails head to Mexico, where very amateur bakers compete to re-create elaborate sweet treats for a cash prize.","['International', 'Reality', 'International']",7.4,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,tv
700,One Day at a Time,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVV7zLEffUwsj8NPAJQYtKoxy5g6c7qFA8vDQ82ts4hbJ2fdrNvP7MIFQKrdz9uEYq0LRDQDEYCP0m7h67CsHDnGW_ID_dg6D3nDzNCH22tG3uUIVNwmnqxCaAuj.jpg?r=446,2019,2019,TV-PG,3 Seasons,"In a reimagining of the TV classic, a newly single Latina mother raises her teen daughter and tween son with the ""help"" of her old-school mom.",['Comedy'],7.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,tv
701,Unauthorized Living,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUbYLC7Q0C4gYUbHT0legQ2Bkq3azydaAQuV3yD360xhLIykJbn6UXSouJ7bl1NjDHhechUnZsnwZLtFMtshDnnUoHfTPyJLwB5nBjXmRVCmlrbU0ZlogS7g-zUz.jpg?r=c42,2018,2018,TV-MA,1 Season,"When a Galician shipper and drug lord hiding his Alzheimer's disease plans to retire, his second-in-command plots to steal the empire from the heir.","['International', 'International']",8.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,tv
702,The Last of the Schmucks,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTFX69Vlc9qB93wanlSBBoY6qi5hWtRk-bznEldeTI7TMcLoR9q3EkVciEGu9n4gmLG29J4DmgFDJj4PNW1-6XHrXEQ.jpg?r=ed2,2017,2017,TV-MA,1 Season,"The year is 2041 and a dispute between a man and his wife has set the human race back. In this battle of the sexes, the primitive life isn't so simple.","['International', 'Comedy']",4.6,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,tv
703,Hidden Worlds,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZv93m7Fwwc57edQW9ShhlZu0jV1MarkOBDZnVTP8Z6w6Ky6G-qkSjZE514yQLlYIYqytLChsxzdhGad0njgM5fgBvc.jpg?r=1e9,2018,2018,TV-14,1 Season,"While investigating an actress’s supposed suicide and her connection to the mafia, a veteran journalist discovers that corruption runs deep.","['International', 'Dramas']",5.4,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
704,Live,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWCJWLtTo4bvhBA0UN3D8rxwV0nW39v1aOOkljB3JL5hS6bWAQY3UGmg8_EYCnWJhP4nEVjt2IG-9T35hOqX9_gXwMGsfqyA_YAT5sk_Icpl73L6AoFaB02S7qtd.jpg?r=372,2018,2018,TV-MA,1 Season,The police officers at South Korea's busiest patrol division toil day and night as keepers of law and peace – but the reality is far from orderly.,"['International', 'International']",7.4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,tv
705,Safe,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRdngBiYbMIh-sUqJER6-styat5GhXkH5yaxmPJumLrHwJatAE3_ZH-a9HVkesisMybjmM9pFygG4MRmfm6dmFDuaqCgJ6WCGKtC9trqng-u0-NhBLPRgeP3KLfT.jpg?r=792,2018,2018,TV-MA,1 Season,"After his teenage daughter goes missing, a widowed surgeon in an affluent neighborhood begins unearthing dark secrets about the people closest to him.",['International'],7.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,tv
706,Violet Evergarden,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABfeduyTKYUb-I31SCLFHUEb--grhcPA_G0yVNadOT3-2ebLAl8FbMs3j4QplMDnO6Gr6hBeQh_YQZYU1rNPBZ1AEWUrIziTKdU06EekZFSeVNvXAHInfge5FoU8K.jpg?r=b87,2018,2018,TV-14,1 Season,"The war is over, and Violet Evergarden needs a job. Scarred and emotionless, she takes a job as a letter writer to understand herself and her past.","['Anime', 'International', 'Romantic']",8.4,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,tv
707,Romance is a bonus book,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUxnCuEdE08Zs6FJlnl8IWhr4FTT1UcJB45Q07Yr6OBvuE7tB6Ps5tqSTk3ZkhRme0Mr0PU77c5GsHfSlhZI8olgi5-Yuq1qyeou8BacXMObC13PrA5UcCWihE_3.jpg?r=231,2019,2019,TV-14,1 Season,A gifted writer who's the youngest editor-in-chief ever at his publishing company gets enmeshed in the life of a former copywriter desperate for a job.,"['International', 'International', 'Romantic']",7.8,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,tv
708,Bordertown,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABSNZotxWY6q3_uZjwFNC32D7-5zp5FOxeM2XYKcuvDniECR1yprjbiszn2GS-6jWm3MTJmfOKds0wEtpjMxrORhxijZV-Pu0i4xSFNqyk3ifmpQMiN7-clBIp6cn.jpg?r=9df,2018,2018,TV-MA,2 Seasons,A gifted detective takes a job in a small town so he can spend more time with his family. But he's soon drawn into a web of disturbing murder cases.,"['International', 'Dramas']",7.2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
709,Always a Witch,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWC022XFZgGXxiVj_ebdlyMKnSwqJozPbbBXYMmd4I3RSZsSUW8aK3tq-Z4KHHTtYp6cF46LG751njNCgDKh4HkujTK0973ixYtGtqCZGsOf3qIZ3QOXenK6F8dP.jpg?r=9bd,2019,2019,TV-14,1 Season,"A young 17th-century witch time travels to the future to save the man she loves, but first must adjust to present-day Cartagena and defeat a dark rival.","['International', 'International', 'Comedy']",6.9,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,tv
710,Beast Legends,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTfB3u_PnGSNtvwxWxh7Pnl3cApN68fBwiYewdngEQgN-5pl4HTwMIN4zEIdQ6DPEPvboaqcvERHAYVCI5n2Qh4ihj4.jpg?r=8fb,2010,2010,TV-PG,1 Season,A diverse crew of experts dive deep into the origin stories of mythological monsters before building replicas of the creatures using 3D CGI technology.,['Documentaries'],7.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,tv
711,Camp X,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTiuMP923zfTJZlyuflgQeEF6jlDi-RCYptuDIjtxXEca6fvk4YIegpW_Bx65ax1uzQzeWDe_WWjQEMW2xosCjw4Fk8.jpg?r=1ca,2014,2014,TV-MA,1 Season,"Established during World War II, North America's first secret agent training school – known as Camp X – paved the way for present-day espionage.",['Documentaries'],8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,tv
712,Dangerous Roads,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABd4kqNiRryQFeytf-Fkam-XUfIwUFKIfGQ5XIa-Wkoj6p8ww4qX8rRhCiU7vO-i5jyeMSPRTA-usYNzVjNCHOBKplYM.jpg?r=cd5,2012,2012,TV-MA,2 Seasons,"Using various 4x4 vehicles, celebrities steer their way across some of the most infamous roads and trickiest terrains on earth.",['Documentaries'],7.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,tv
713,Harold Shipman - Driven to Kill,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABa0x8bzeViYXq14omZAiYMXUFd2gAQg_TTqDZy51zNoFwi-EPHAysZUHdvxAx3mRSv8qFh4u0uKTVA02BquDGLwn6mU.jpg?r=875,2014,2014,TV-14,1 Season,"Interviews and dramatic reconstructions illuminate the twisted motivations and brazen crimes of serial killer and respected physician, Harold Shipman.",['Documentaries'],6.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,tv
714,Hunters of the South Seas,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTmhgOmMlBTK0z6bdq9CxG90zCsEa7LH7R_pjrBNU2l0TTyxModWJDWlDu6-8x33eYd3jqJYklk6rFTW9axAOMLp15Y.jpg?r=052,2015,2015,TV-14,1 Season,"In a far corner of the Pacific Ocean, people who live entirely at sea share insights into their incredible amphibious lifestyle.",['Documentaries'],7.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,tv
715,Lego Friends,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABdTFLiI4m341MDeTBFkS0qxRrjs7o1rKXrbVyyHc62Lx-55F4HuSz5rp2vpbo-wppks4rtEAaeAoMS_-fHGT3fsRtDg.jpg?r=84a,2017,2017,TV-G,3 Seasons,"As a way to make friends, new girl in town Olivia volunteers to work at the Heartlake City World Petacular with four other girls.",['Children'],7.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,tv
716,Lego Friends: Girls on a Mission,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABX_UWKDy_MpeY4DSypGPq5TYAUJct53oLlGcX7NFn9JDPS-gjSsbu9dkiAx90qKSXlEp2bgF7J5pViZODkhDDH3bTLA.jpg?r=1d6,2018,2018,TV-Y,1 Season,"Five best friends put their teamwork, wits and courage to the test when they take on a mission to protect Heartlake City from bad people.",['Children'],6.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,tv
717,LEGO Ninjago: Masters of Spinjitzu,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABfPhUrjKx93K4VfBHPi6QL45Lr2WA7w2TDnsry2134XoDuUvdNXbDvUt0p-jodqvRzMaUEhP84E--QoL_KTIPwve7Jg.jpg?r=73c,2018,2018,TV-Y7-FV,9 Seasons,"Kai, Jay, Cole and Zane must master their elemental powers and Spinjitzu weapons to protect the land of Ninjago, which also has an underworld.",['Children'],7.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,tv
718,Littlest Pet Shop: A World of Our Own,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABdFmIEDyK3Wv_IPq1TszD8HiF1JOpzxWbC5tzIeloZtNBlg5UAFN7WVrdHBzx_k9vSw-LDsvKLp-qtB4ZljoJymtGSk.jpg?r=c1e,2018,2018,TV-Y,2 Seasons,"In Paw-Tucket, pets of all types form friendships, pursue their passions and have a great time being themselves.",['Children'],5.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,tv
719,Lo que la verdad esconde: El caso Asunta (Operacion Nenúfar),https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABYpUFNUfHiHgGHhi8LbGMF8zNzXFZHZV9ZZ0cXmiRyQwCrWJUf2WA5zgsIfuvCU0nxFiHKmMSOnA0i2U91e9Q5EJv44.jpg?r=d31,2017,2017,TV-14,1 Season,"This true crime series investigates newfound evidence and unanswered questions in famous criminal cases, such as the murder of Asunta Basterra Porto.","['Documentaries', 'International']",7.1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,tv
720,My Tattoo Addiction,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUG0gl4vfz4oaLodNqY1ki8fXAMYDiRJvQyFE8HXNYrRRHVjV2e_XpHwx8UWc8hL5K2w_6nSe06Xi4FSXwe_hgXgyDI.jpg?r=4dd,2013,2013,TV-MA,1 Season,Ink junkies dig skin deep and share personal stories about their collection of body art.,['Documentaries'],7.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,tv
