,title,image,year,release_year,rating,runtime,plot,genres,score,Action,Adventure,Anime,Children,Comedy,Cult,Documentaries,Dramas,Fantasy,Horror,International,Reality,Sci-Fi,Thrillers,Romantic,media type
1483,The Bill Murray Stories: Life Lessons Learned From a Mythical Man,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABeVJvR4paX2OglIUyRqpSy6s7yIQj8nqefjZLQPw7J37pyFjE1ICLxRg75kjMtjnxaDrygoc1AhZL2xw7aeMNc-KYrw.jpg?r=cbb,2018,2018,TV-MA,72 min,"This documentary highlights spontaneous encounters with the elusive, comedic veteran, who touches lives by simply showing up anywhere.",['Documentaries'],7.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,movie
1484,The Seven Deadly Sins the Movie: Prisoners of the Sky,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABbeYXnpTUC3gM4FOiX7TyZIcFRQZEozRTKU-H836e2L37mlFJEYvwwllEFWkJHlDSEG7X9xV5pgowkywVG7yfppQOls.jpg?r=5e7,2018,2018,TV-14,100 min,"The Seven Deadly Sins aid the Sky People against a powerful group of demons hellbent on resurrecting a demonic beast sealed over 3,000 years ago.","['Action', 'Adventure', 'Anime', 'International']",8.2,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,movie
1485,Tim Allen: Men Are Pigs,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUKUADsvjzO3gQ-TNrlusWWwB7BaKom3ePJQ3OSPEUikR-HsDLJhccdXP3ieCB5z74cULu8Rb_NqF-vcm8IpArG57eI.jpg?r=dc5,1990,1990,TV-14,30 min,"Standup comedian Tim Allen delivers a set dedicated to ""men stuff"" like lawn care, power tools and why he grunts like an animal.",['Comedy'],5.7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
1486,Tim Allen: ReWires America,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZVqth3ECkZRdBWsjb1cO8faC5Z97erk83EgBIiXJ4tXe_cbWIHyx2FgR9cCqDR5aONT0jAkgaS2qVF7WDLvbquc-oM.jpg?r=f6b,1991,1991,TV-MA,30 min,"Standup star Tim Allen storms the stage for a set chock-full of observations about powerful cars, beautiful lawns and more of the things he loves.",['Comedy'],5.7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
1487,Tim Minchin And The Heritage Orchestra Live,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQ4XrlpFN6KZILaFFtZaEov_H43dObY68UNe7RgBMGTHIyPKViHPmXPRlGxoNqX24iidSqgm1QdJGikXMfxjbownhvc.jpg?r=8ac,2011,2011,TV-MA,146 min,"Flanked by a full orchestra, Tim Minchin takes the Royal Albert Hall by storm with a wonderfully witty evening of satirical musical comedy.","['Reality', 'Reality', 'Comedy']",8.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,movie
1488,Tim Minchin: So F**king Rock,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWw0RPgU8C8RSB8BzxXkAM0EN_IQFU_1u3vSrwXH_PfXN4weTwZFGXfWKao0r3QGa9HpHGBLsXU5UWDxQPqsAgjTwxg.jpg?r=860,2008,2008,TV-MA,127 min,Comedic pianist Tim Minchin performs a host of his catchy songs that touch on everything from the Middle East to the healing power of canvas bags.,"['Reality', 'Reality', 'Comedy']",8.5,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,movie
1489,Todd Glass: Stand-Up Special,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABSrn471MH6CSld7x1urzmduZcn8VFa1bkNtBpFbvuFMmA_K6UwL1ITNiYsL55NHWqNWSgqysPjdkori-yjJ6rviV2D0.jpg?r=77e,2012,2012,TV-MA,46 min,"Standup comedian Todd Glass gets right down to it, with sly observations on accepting directions, denying compliments and being afraid of the dark.",['Comedy'],8.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
1490,Tom Papa Live in New York City,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABULHgjc1WJrLrDcSHyWVw5yTIEIVUs0MalXbsfskqMK3xydItmqY9mFtFMAl4YGH-ltjfHuI7Tys6l74_kqfubXG7cE.jpg?r=948,2011,2011,TV-14,57 min,"Comedian Tom Papa riffs on the trials of married life, fatherhood in the 21st century, domestic pets and more in his stand-up show.",['Comedy'],7.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
1491,After Porn Ends 3,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABU2OTEegKlZLbvxihCe5_RnZLzzP0w1aASLYCEOT1XGUO8JU-MpTYRIKXFb3hB79n7dX98AVDrxs-Nqx8k8JGvRPWvY.jpg?r=064,2018,2018,TV-MA,87 min,This third installment in a documentary series examines the lives of the adult film genre's biggest stars after their industry careers have ended.,['Documentaries'],5.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,movie
1492,The Autopsy of Jane Doe,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUxvFOFYvFBvvGHNEkLPFpmLm0mExeq_qbBvbULopdfsfNt4Tbi_abMsvUHsLvZmXZ3c_jaL_cGLeWo-ETKJg4scnIk.jpg?r=2ff,2016,2016,R,86 min,A father-son team of small-town coroners performs an autopsy on an unidentified woman with mysterious injuries and a terrifying secret.,"['Horror', 'Thrillers']",3.2,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,movie
1493,A Twelve Year Night,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABYJUrnt9jnSuajsQx9YfgaN372AHVsJGj4bEoYHlG5Or4sOv5S6BlFVCxsjnU5pjWAqR8H5l1vkvu5NKLecc12sXR9TwkyIGpf4kUiTktbMooFefakO4RuVhvMqW.jpg?r=80b,2018,2018,TV-MA,122 min,Future Uruguayan president José Mujica and his fellow Tupamaro political prisoners fight to survive 12 years of solitary confinement and torture.,"['Dramas', 'International']",7.2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
1494,Black Mirror: Bandersnatch,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZWs7mJB0Cu6G1ogTDGFNGjKX1ggE44heH9XwcSSvm8YaZn_XQvItRSULWo3bdjlbEuJ9NRbTJrlsTSNffQfag-AlEz6Zpjcmccj75eDxXcMu4kGXMzNFV-GsdzTZSxkiTNM1fPcg5fYtHxsjVXrPS94UrbAAErue7JcDm1bHZGe5O8y.jpg?r=fa0,2018,2018,TV-MA,312 min,"In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings.","['Dramas', 'International', 'Sci-Fi', 'Fantasy']",8.8,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,movie
1495,Life Ki Toh Lag Gayi,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABSFrfWjMQH1I_VsMMnCrKDu3s7LMH5zv9HVF7rMPVRWtS1oH76v5r-W_O6TGUHHwoFIH_d0OO90yY-t8wp2DGGDkiak.jpg?r=9b2,2012,2012,TV-MA,109 min,"A vengeful son, a cop on a mission, a wannabe actress and a jilted lover find their lives intermingling in unexpected ways over 24 hours in Mumbai.","['Action', 'Adventure', 'Comedy', 'Dramas']",4.4,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,movie
1496,Oasis: Supersonic,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABabtEhR4rgwhxqnNf6GXDvYxHxsq8ckNfsbZqccWaE6DcPl-ltQVic2oT15fBZRvsp8czF0W1pOTtkYhK-JA1PQlDLs.jpg?r=ef9,2016,2016,R,122 min,This film details the rise of British rock group Oasis and the creativity and chaos that brothers Noel and Liam Gallagher brought to the iconic band.,"['Documentaries', 'International', 'Reality', 'Reality']",7.4,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,movie
1497,Rehmataan,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABa08LEdYUHh8hT30VHmVJD7ioVkNwjRzV9c1xjnLEV8_YTkzLCaZ1RvNjlJyH61dVOatAyO-d3vvdRJf4AmBgqxnwWE.jpg?r=da3,2012,2012,TV-14,116 min,"As unemployment, drug addiction and corruption plague a society, this drama depicts the people who believe there’s still good in the world.","['Dramas', 'International', 'Romantic']",6.5,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,movie
1498,When Angels Sleep,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUdF8rWAOjOj9EPnum4CpwH9csqRIe8BgmQS_zt0mLFBdqFoAHW2tktk5O5KTgdvLgdD_2-2j-_udXoN87zcQXQ42WORL6BvFr5kyQWTH7-LSrDLbmdvF-u0h81F.jpg?r=f94,2018,2018,TV-MA,96 min,"After a businessman falls asleep at the wheel and hits a woman with his car, his interactions with her scared friend unleash a string of dark events.","['Dramas', 'International', 'Thrillers']",6.1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,movie
1499,At First Light,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABf3R20BBszxvNEYK4vbrKzMsbPdyI3zE8mOMdB8YzySyDfpqrN_YB4hpS9giYEAJlsHCeVL_6zFhz97NKvhU9ReMmiA.jpg?r=f6d,2018,2018,TV-14,91 min,"After mysterious lights imbue her with extraordinary powers, a teenager goes on the run from authorities with the friend who harbors a crush on her.","['Dramas', 'Sci-Fi', 'Fantasy']",6.1,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,movie
1500,Avengers: Infinity War,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABdZVrWcjkrS1ik32aueeU-oMoVs2u29EimOtMQd0_cYlhuqkVK6yR-ckxV-DjAPNql0-l2ySyK0YTupHWMH_qVI4KZo.jpg?r=dae,2018,2018,PG-13,150 min,Superheroes amass to stop intergalactic sociopath Thanos from acquiring a full set of Infinity Stones and wiping out half of all life in the universe.,"['Action', 'Adventure', 'Sci-Fi', 'Fantasy']",7.3,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,movie
1501,Backtrack,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZcbnEkae7wy6_5LbhDqOUmD44V_hSb1LkS-4vLt2cIiBTo2zE9MhwcdM7Q3kfN288L-UXCAzu9ZyNPq8F5iO8dY7Kc.jpg?r=6a9,2015,2015,R,90 min,"Haunted by visions of the dead, psychologist Peter returns home to confront a long-ago trauma. But will the trip exorcise or embolden the ghosts?","['Dramas', 'Thrillers']",5.3,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,movie
1502,The Little Hours,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABfXlKt3_cONFOe7ywh1oGfK-lsmQJbkwV4ri_kWy7TOJhuz-Oj9Vwvgekd8E-8gyo185wj_3yxilRglR_JBJ1RGBLbo.jpg?r=849,2017,2017,R,89 min,Life at a convent takes an unruly turn when three unconventionally opinionated nuns cross paths with a tempting new gardener.,['Comedy'],6.7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
1503,I Am Vengeance,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABXYPA2fqYyTx9rTZncnUT4_7bAmLOte6O1jBTRB4gvG37RL3bCfPDVUb1bqZRoXYzqTShS2mZPai_Essvd8_hr0x0sg.jpg?r=676,2018,2018,R,93 min,"After learning that an ex-military friend and his parents were killed, the highly trained John Gold comes to town seeking answers and revenge.","['Action', 'Adventure']",3.8,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,movie
1504,Mr. Church,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUnBdcJnxULqYYUPyy3wj1DrvvN6FIzCOtaTyXsJslk6qyoGp3-P-7uEhn1JaSXfTDpkWoKPl31e2JGIrx2cUf7lmvo.jpg?r=af6,2016,2016,PG-13,105 min,"A temporary personal chef, a terminally ill single mother and her young daughter form an unlikely bond that redefines the meaning of family.",['Dramas'],6.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,movie
1505,Bad Seeds,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABeYzR5RWQj-CW6-G4Gmq7csboQwVIcQZ3C3xqfqEZ3VXmTB-Qur32YCefjbYO6kMIvXuSLS3ddbKljDeg8LVqYZ9PwlKSsdqqDEorX5i9cUvhx9n5sHV-PHoKS3V.jpg?r=de7,2018,2018,TV-MA,105 min,"Troubled by his past, a scam artist who runs a petty racket with his adoptive mom finds redemption while mentoring a group of difficult students.","['Comedy', 'Dramas', 'International']",5.4,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,movie
1506,Bird Box,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABbW4kdTCmUQB5uKWl2o0DBuHb77REJGwn3zN0aAPGvFddC_j-H6mTYortT4dRAcrjLElVpIL92M24sqiQumOi0D62UAhNrfPm_os-MhRs01ckpKgwTvS5a3RHWUx.jpg?r=02a,2018,2018,R,124 min,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.","['Dramas', 'Sci-Fi', 'Fantasy', 'Thrillers']",6.0,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,movie
1507,Struggle: The Life and Lost Art of Szukalski,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABaIrKUTK4Nj30-d8ZQ7sQHOPKgHQsWZHde2O-KTzpDlDaO2zKVjWBeHZUakBZ3VbmTC4bxVAYN8LOI7lZARS7FQmfO7PdVnPeGdkRBf3BkH4dwwMGggvvMezn88s.jpg?r=f85,2018,2018,TV-MA,105 min,"Artists in LA discover the work of forgotten Polish sculptor Stanislav Szukalski, a mad genius whose true story unfolds chapter by astounding chapter.",['Documentaries'],6.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,movie
1508,The Last Hangover,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABe20eG3eQKHBdCTcCWkzlU2NU0l_xZVLPcNTEt3JEWncByV9F3bz00IvuvsIsdYLYPhNmlxlzJYPsyUww4j3Kco0hnVjJUoHaCLE1FyyLfprR0ib_Dhii-G9LOT-.jpg?r=3bc,2018,2018,TV-MA,44 min,"In this biblical ""Hangover"" spoof, the apostles awaken to find Jesus is missing and must piece together events of the previous night's wild Last Supper.","['Comedy', 'International']",6.1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,movie
1509,23:59,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABdDR6gcNkdht4XdkMaqZAqmiJpx_sWoNhyLeG5XWYvlBspMbK67zOmojME9LXYPfry3WGCJ8H7jytGSxQt8frSUf6r0.jpg?r=945,2011,2011,R,78 min,"When an army recruit is found dead, his fellow soldiers are forced to confront a terrifying secret that's haunting their jungle island training camp.","['Horror', 'International']",5.7,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,movie
1510,Aggretsuko: We Wish You a Metal Christmas,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABeKYGGUyaBBMQE2yjq_ixUN2lseNfdzmIx9wXWzr_BrnLo59k_1izeeislCXOe5VETNngPcqZNoxiBGHUzVHRJwhBPNC35RvmdqBdwBMzV7E2DXsHQ9BNqPvtm_l.jpg?r=b3f,2018,2018,TV-PG,22 min,"While Retsuko desperately makes plans for Christmas Eve, her new obsession with seeking validation through social media spirals out of control.",[],8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,movie
1511,Imperfect,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQcOKKjiNTLZOwASs6GzRrLXGQMzz9ctk5Jabxt8cqAhnTB7KzkFkO2pnF5eMmiU5dUXpjqi0cp3j404dLV50NJklmg.jpg?r=01d,2012,2012,TV-MA,95 min,"After a brawl lands him in a Boys’ Home, a teen seems to be on a promising path until loyalty to his gangster buddy leads to even bigger trouble.","['Action', 'Adventure', 'International']",7.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,movie
1512,Lang Tong,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABY2y8ho8qQQvraLIhR3zoupvkqNHYmH2a7kshdvHxbtAPxijmXX51xVz4Xo9P_50BjuLaek9vx81YTk87kNkvMyC6Ng.jpg?r=4d2,2015,2015,TV-MA,82 min,"After seducing a philandering con man, a rebellious young woman enlists his help in carrying out a heinous crime against her sister.","['International', 'Thrillers']",3.7,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,movie
1513,Miss J Contemplates Her Choice,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABabkrqpY4F11wcKs0hGvjMN5KDK6of4AtLlppnwiW2B-MXx1eE2N0e5DxDj-4AhmX-I3rkh0KeFKeOZG9T6ecKLe6UI.jpg?r=260,2014,2014,TV-MA,89 min,The life of a radio talk-show host is turned upside down after a murderous caller dials into her program and asks her to choose his next victim.,"['Dramas', 'International', 'Thrillers']",4.2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,movie
1514,Ascharyachakit!,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABeLqTWSvswtarY1sbkBMhhh_52Aj54UPLW_QMkUgGcnjWncQRLnF9yd6tg2619nNUbmJ2Glg29ls3q808AoxFpVnWxE.jpg?r=500,2018,2018,TV-MA,90 min,"Entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath Mumbai’s glitzy veneer.","['Dramas', 'International']",6.4,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
1515,The Humanity Bureau,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVhh-Px9wuQTEHdq3LHoNnyTJX7217dA4MHi8TQ8TLu77mBNyP51Dxi9irByVORG1y0GAHGO0wH7cE1BH31MD60FL10.jpg?r=632,2017,2017,R,94 min,"In a dystopian, near-future United States, a deportation caseworker who has begun to question authority tries to safeguard a woman and her young son.","['Action', 'Adventure', 'Sci-Fi', 'Fantasy']",6.9,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,movie
1516,Lilli,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABYlKLanvvdpnysb67Gy9hKedmg_vAg4r0AKUvCTa49FnrLwJngyeozCWbboVsXubOw5ifb7cAc4voFC-xQ4ENYV9fNw.jpg?r=592,2018,2018,TV-MA,85 min,"A woman who's about to give birth finds her maternal instincts kicking in when she's abducted, imprisoned and brutalized by a vicious gang.","['Dramas', 'International', 'Thrillers']",5.8,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,movie
1517,Prince of Peoria: A Christmas Moose Miracle,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABcABMBmNKALQQtIclXOKKB7HYBMK38h_T7rjYWjNhHiaDc0fv8yFvp6DyA5y3TtU2Xd6knL1uGILOwGs1MjlfZd171orAJL-8-epgrmUcToiM5KKgE3ia-oYD9oT.jpg?r=674,2018,2018,TV-Y7,29 min,"Teddy's never missed the Festival of Lights, but the bowling alley’s been snowed in! Not to worry – Emil insists the Christmas moose will save the day.","['Children', 'Children', 'Comedy']",5.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,movie
1518,Skin Trade,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABbUH1TwzAbmxdaK3C8npw7q_OyvbHAwHTAA8dhSgiM1yMfsm9T5GEKnc0D-8tsRTzyXBPjuggIo7VI24jrmchaFJw3Y.jpg?r=cad,2014,2014,R,96 min,A New Jersey detective whose family was killed by an international gangster teams up with a Bangkok cop on a quest to bring down a criminal empire.,"['Action', 'Adventure']",5.7,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,movie
1519,American Circumcision,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUiSSEYquVE7xxtnqXW3SW3rk1J02EIJLHQuz50qiqL08PbSz13R_ovTpUUPr9gfnUlUakbZURf6T613uybcgOVeM-8.jpg?r=6e2,2017,2017,TV-14,101 min,"With interviews from experts on both sides of the debate, this film questions the routine practice of non-religious infant circumcision in the U.S.",['Documentaries'],6.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,movie
1520,Andhadhun,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQDbEGvnhMJTPkMqozRTPGpR1PdeMn2x4wT4zjNglZT7LwBKovPoIR08z7KOe4xdQbJM1MWxY5yAGuppYAqobct9Ho0.jpg?r=f11,2018,2018,TV-14,137 min,A visually impaired pianist’s world careens into a series of shocking twists after he unintentionally lands at the murder scene of a former film star.,"['Comedy', 'Dramas', 'International']",6.5,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,movie
1521,Dragons: Dawn of the Dragon Racers,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRFOzRJEpgOHlQC7l8kxalovxnDlfCV9VUjbQ64TKuRqJikyljIrD__LdAq97sC2V4JrZLmVv7f22_kKB9rrQrIQPTA.jpg?r=cbe,2014,2014,TV-PG,27 min,"The ""How to Train Your Dragon"" adventure continues when a hunt for lost sheep turns into a fierce, fun-filled competition.","['Children', 'Children', 'Comedy']",7.7,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,movie
1522,Kill the Messenger,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTYuRiUb18DgO1PRZ_Ux3uji-gSZSWllnWq0AUS7kXfnlKw3F6s8TB5YOOVJ6h-tgrW0aUsjQUgkt0ZdvWmwt0VsnBA.jpg?r=299,2014,2014,R,112 min,"In the 1980s, a crusading journalist uncovers secret CIA funding for Nicaraguan rebels, but the powers that be silence his investigation.","['Dramas', 'Thrillers']",6.1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,movie
1523,Maps to the Stars,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTFc7ZXZJogzVrzm8spplVZRlk4YUAcS_QJiT3PtJO7UFPD7pSyKBlJBZ5KJvy-_1HtTis2Cts0KtOYR3S0gugHOg9E.jpg?r=a67,2014,2014,R,112 min,A showbiz family revolving around its teen celebrity son desperately tries to hang on to fame and success in this savage satire of Hollywood.,"['Comedy', 'Dramas']",6.9,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,movie
