,title,image,year,release_year,rating,runtime,plot,genres,score,Action,Adventure,Anime,Children,Comedy,Cult,Documentaries,Dramas,Fantasy,Horror,International,Reality,Sci-Fi,Thrillers,Romantic,media type
676,Game Over (Tamil Version),https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABfpn2L5diJ4ua6Ji6tceB3QaTmoyHRY6CWzVLzKs3GLI6zNezGoLBHj8iGsD4bg05exLdS4IHs0PDSWskAuEpXG6Qh4.jpg?r=d59,2019,2019,TV-MA,98 min,"As a series of murders hit close to home, a video game designer with post-traumatic stress must confront her demons, or risk becoming their victim.","['Horror', 'International', 'Thrillers']",7.1,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,movie
677,Game Over (Telugu Version),https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABcf6Z32TlZyoA5oDbCsKt5TnzubduOK2iuQA5-PLu8QhOyOFOfXWzFuqoWqnKYX0K1frtZbY9slFIqzV5IuEl1xvLsg.jpg?r=705,2019,2019,TV-MA,98 min,"As a series of murders hit close to home, a video game designer with PTSD must confront her demons, or risk becoming their victim.","['Horror', 'International', 'Thrillers']",7.1,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,movie
678,The Girl Allergic to Wi-Fi,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRwP0IQ3aZPfIIJeSs-ibuvu4K0VYpnvjZc2_xlYu36l3-HWQFmx0kJMHo9Hny9yPiy83P6NYlBUNv8eYzaK6KswEcQ.jpg?r=18e,2018,2018,TV-MA,104 min,"When an internet-obsessed teen develops a rare illness that forces her to move to a remote town, she must navigate her relationships without technology.","['International', 'Romantic']",7.2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,movie
679,Gangs of New York,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABfP-5k65yh9jMHmYOu7uWHfH1Bi8KM98qwd1WrVcSxz-53rgqQ1kdvEftXsJMgDt0aXhjTvIRjkQjXJJFfuDMYIKFuU.jpg?r=41e,2002,2002,R,167 min,"In the crime-ridden slums of New York in the 1860s, vengeful orphan Amsterdam Vallon joins the cutthroat gang of his father's killer, Bill the Butcher.","['Dramas', 'International']",6.9,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
680,Our Planet - Behind The Scenes,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQezdk4tP4nAg7_SWwvTUlKciG1AACRY4rz5rHS5Ki66xkO5ARz3Xn-wm-5uDbturwr0fbt506USSPg6qUKtRgEYqHCmpp-JNEvoUI2isy1ekuB8OIYo-PF_ANbH.jpg?r=e90,2019,2019,TV-G,63 min,Years spent recording footage of creatures from every corner of the globe is bound to produce a bit of drama. Here's a behind-the-scenes look.,['Documentaries'],9.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,movie
681,Simon Amstell: Set Free,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRJ1So9VTsKNl2Ga-OehKoxYhnb3Tymt7uxIfkN9yL6M6-_kiOFWWSYdS4vp746qLE1ofyNp4KaZK0kXN5Dx8qCokVWr-n2eFv_NfwPRVwrufC9qCy8pcFQZV-Op.jpg?r=c37,2019,2019,TV-MA,52 min,"Honest, introspective comic Simon Amstell digs deep and delivers a uniquely vulnerable stand-up set on love, ego, intimacy and ayahuasca.",['Comedy'],8.2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
682,For Love or Money,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZ9olePh6i6S906YoWljSCiDN_I2A9xMTvcKSENZCOv16gzura8ejkbs-pRPGbgM8PABIMYMzwVWbRuFHmvuRHGP4l8.jpg?r=c63,2019,2019,TV-MA,95 min,"When a goofy but likable millionaire discovers his fiancée’s plan to steal his wealth, he devises an unromantic scheme to make her life a living hell.",['Comedy'],5.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
683,Invader Zim: Enter the Florpus,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABa7cviSDM5JRHy5uOzYlwoHV3ppnx9uTtRyF45qm-lQeKsO6OVbFe2aTQb6vz3XjeQBhjOwPqUzvwGrJHIJoleBD3WSWRw414G-vc-atNRQLpRyMwy2C59jRWFFU.jpg?r=342,2019,2019,TV-Y7-FV,72 min,"When Zim reappears to begin the next phase of his evil alien plan to conquer Earth, his nemesis Dib Membrane sets out to unmask him once and for all.","['Children', 'Children', 'Comedy', 'Sci-Fi', 'Fantasy']",6.6,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,movie
684,Selfless,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWodn209OCmihxJZzfkHkYXiSNwvz2dLd6UXiGMscRUpmAawC_aA_PSUrZ0wXSXhdA0-Tz7xehFSzRQP0y8qerH3kYE.jpg?r=863,2015,2015,PG-13,117 min,"A dying tycoon has his consciousness transplanted into the body of a healthy young man, only to make a troubling discovery about the body's origin.","['Sci-Fi', 'Fantasy', 'Thrillers']",4.4,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,movie
685,Sextuplets,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUMSp7DtYKOhidYb98RLkrYdG4xanWlmlWzVumd9Q2czQ3AfvISGrBdvs48lBiseSbiFZcHLK0O3MYdJ5UlK5YhsybVNzO4KD1-7gBd9HohrNAxLuOKdziBhC73X.jpg?r=55d,2019,2019,TV-14,100 min,"When a dad-to-be learns he's actually a sextuplet, he sets off on a wild journey to meet his long-lost family. Marlon Wayans stars as all six siblings.",['Comedy'],6.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
686,Super Monsters Back to School,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABX7aMwbgSikyoCYYLo92le2OSyG0EfCRp23tDQF2xW7T9VPNOT7HyEwKXU2jfzKKGf3gntnHpHtnzC86HE8QdBuRty34rtza7ZGmskRUT0w9Oeu9Ux-Tn3T88BST.jpg?r=394,2019,2019,TV-Y,24 min,"The Super Monsters welcome Vida to her new home in Pitchfork Pines with a tour of their favorite places, then help her through her first day at school.","['Children', 'Children']",5.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,movie
687,The Little Switzerland,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABYWlsOSc6xIjVm2nOOrTnkmEIOTrnXAinpcyqUOYGWsK4olh7tB2IeOsfEWd5hPrA3qlNXqWt1frE1n8TFk-i443WJfz10v_2ojE9ZXuiPcyRvulafG22aY-G-br.jpg?r=ec4,2019,2019,TV-MA,86 min,The discovery of the tomb of William Tell’s son in a town in the Basque Country spurs the village's cantankerous citizens to lobby for Swiss annexation.,"['Comedy', 'International']",6.7,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,movie
688,Whindersson Nunes: Adult,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABSn9IIGtzeHNQtnuE9hS1mId3SBkko5s-uqSDSYmSojo3eFzP_S8yIsDZF5msH3C0np-ziNP9FblQPr0tnMovFFE0zybZ1zQ9Byuu9JP54dsQPNAEyUZnq31NLIv.jpg?r=fae,2019,2019,TV-MA,69 min,Brazilian YouTube sensation Whindersson Nunes revisits his humble beginnings and much more in a series of playful stories and peculiar songs.,['Comedy'],4.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
689,Uyare,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABaJjamAliNvMJgZR02CF7a4JdFUDxZ0vtjML8F_ZQ7nbtjOyU4dNgWzqDDYke-RojAMCuc_ZnF9XWniSA2PqlZ1-c48.jpg?r=f45,2019,2019,TV-14,119 min,An aspiring pilot fights for her future – and justice – after surviving an acid attack from her abusive boyfriend.,"['Dramas', 'International']",7.3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
690,90 ML,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQqOJVzaJMTWN5OChLH3fsrSNuz0RIzEDltob2BggWbmDkB47ZiGjEMnEr-nuJhtbaVeAXEyChnfwcZVXkgeG0cZc0M.jpg?r=f52,2019,2019,TV-14,123 min,Four friends shake up their lives when they meet a new woman in their apartment complex who encourages them to embrace their wild sides.,"['Comedy', 'International', 'Reality', 'Reality']",8.4,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,movie
691,Calum von Moger: Unbroken,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABThXFZS2K65z__nOLtklxRQJA0y8rsFy3PbWrnpHiGV9U8BuMJfZIHpPkW84SW6IxA0IBvS7Q2yml8HX_0Yuc5uS9d8.jpg?r=b5f,2019,2019,TV-MA,93 min,"Bodybuilder and two-time Mr. Universe, Calum von Moger, reflects on his rise to fame and battle to come back from a debilitating injury.","['Documentaries', 'Reality']",6.9,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,movie
692,Hasta los dientes,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABe4kQ3YVhdPwcbobarPbFyxyZK0x2eNxbVygSKYr2IzUOtBLHt8i6010oa7cD-M7HCcR3W24L1LBZJFKySNx-1Syxwc.jpg?r=624,2018,2018,TV-MA,109 min,"This documentary follows the controversy surrounding the 2010 murders of two students, who were framed as criminals and killed by the Mexican military.","['Documentaries', 'International']",6.5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,movie
693,Colin Quinn: Red State Blue State,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRz2HYr4VHLqHfAcm9OE_Rt2Zue33oYHgcqW2A9Wg8Hv9J8-3sKaX8Q96dZH1ZX7QA9dfcFEmQVHuErnfHYROZuO9k4.jpg?r=6fb,2019,2019,TV-14,66 min,Stand-up comedian Colin Quinn calls out the hypocrisies of the left and the right in this special based on his politically charged Off-Broadway show.,['Comedy'],6.7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
694,Jaoon Kahan Bata Ae Dil,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABXaDG_rYMdCHJbmM7AZxZr1ooyv4Zphbs1XOw2lOmwQmpxDDj6VNZ8eh7bMXJEctkVVgwU09F5LqnErFg76hDbvO0NerODOABTM2wkk69U5cgRW4oynSSJ1J4BYi.jpg?r=6bf,2018,2018,TV-MA,107 min,"A couple’s caustic, increasingly jarring interactions over a Mumbai evening strain their relationship until it threatens to break at its fraying seams.","['Dramas', 'International']",3.3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
695,Rocko's Modern Life: Static Cling,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABc1iO7qSTMbWHguaN7UNx_nBGg90QwiBAkm6X-z1mAuIlJwDj0NYNaXqbOYg1muZXY1fatehrKL9pfU-qZA9l1i8-Xlw04v2NNWRn8TC4mI9y9b9NzeVrrF91dO2.jpg?r=c70,2019,2019,TV-Y7,46 min,"After 20 years in space, Rocko struggles to adjust to life in 21st century O-Town and makes it his mission to get his favorite show back on the air.","['Children', 'Children', 'Comedy']",7.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,movie
696,Westside vs. the World,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABSyBb6K9Z3mHTrl6Ctgcsf1SS2sPFcvMamzbI5914rLwt3tlQ0FP8Ip-TlSafZauxUuqvWwCpPZA_D-KlFNLTvTnF54.jpg?r=9ec,2019,2019,TV-MA,96 min,"A look into the journey of influential strength coach Louie Simmons and the Westside Barbell gym he founded, evolving the sport of powerlifting.","['Documentaries', 'Reality']",6.3,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,movie
697,Judy Moody and the Not Bummer Summer,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQfoyRZEGWBOHz--ACF5VOY_2G-c7-Xy0uYAGfwapUqc-d51-XQTFMMGfTfy92wVZDFiw9zB9Sd_mbNskNF1ppboW98.jpg?r=736,2011,2011,PG,91 min,"In this family film, never-dull third-grader Judy Moody embarks on a summer adventure with her brother, Stink, and always-up-for-fun Aunt Opal.","['Children', 'Children', 'Comedy']",6.1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,movie
698,Roll Red Roll,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTU5UOxyJZXtv74ylhiKcfpW_WDVs47EkIMhugD4Z1mTuQSj18WsE3WIgdkT2O7tED6Lz6Ai77XHjBkkj0MaChg4c2E.jpg?r=aac,2018,2018,TV-MA,80 min,"This compelling documentary follows the 2012 Steubenville, Ohio rape case, putting social media and high school football culture in the spotlight.",['Documentaries'],7.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,movie
699,St. Agatha,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZrOrpzXL_UZeJW0p4xQpBulwcRKztdzSb2ltyt-i7WlpkTR2npSXhBAbmWRWajCyePDnQv93pN3E6lINGkPH1VmWtM.jpg?r=614,2018,2018,TV-MA,103 min,"Unwed and pregnant, a young woman flees her abusive home in 1950s Georgia and takes refuge at a mysterious convent with a terrible secret.",['Horror'],5.6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,movie
700,Badla,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZQw2yJZ9a36cgiaSrGKUovC2Htjn_YkySmChNcVAjhH_erg3wN-CZP6tzJ9CN8nJ4fyE8y3SlDTQdxICN7sNJtAqEE.jpg?r=02c,2019,2019,TV-14,117 min,"When a woman is accused of killing her lover, a renowned lawyer is hired – but the more they try to  untangle the truth, the more convoluted it becomes.","['International', 'Thrillers']",7.5,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,movie
701,The Pursuit,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRIXB8OwVWpHK3VqUTXVq6qWaAMPVL7fRXW3V5CBPJGYyoL94n7aiDyCuN4M5-ehnQe3qc6wKyWb20GPPSDh8-njVjc.jpg?r=a70,2019,2019,TV-14,76 min,"In a time of turbulence for the free market system, one economist explores how it has lifted billions out of poverty, and might just save us all.",['Documentaries'],7.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,movie
702,Theo Von: No Offense,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVRzAolXR796NtggTfCF54AZv8e2-iwo6jVrg2CB2n4XDVi7MM8J6ro1_Iothq_y3P_PMbkpKp3epobsQtgpVWfhjnfXBmEzVykWLjUFtMS29P9eztw8xO-RfjtJ.jpg?r=df9,2016,2016,TV-MA,67 min,"Southern charmer Theo Von offers up a twisted take on his dating mishaps, meeting Brad Pitt, chasing down fugitive chimpanzees and more.",['Comedy'],6.1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
703,Crazy Beautiful You,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABadn6IdX42_hOp5GM1j5J0q-yAIfFRsINtsjMkQpU4Ntq7oNh8rHqLHHaedQ05XhDM8aYPq-vDQs5U94f0AoQN53zJk.jpg?r=be0,2015,2015,TV-14,114 min,A rebellious daughter accompanies her mother on a medical mission where she falls for the handsome politician's son assigned to be her chaperone.,"['Comedy', 'Dramas', 'International']",7.2,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,movie
704,I'm Brent Morin,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABdbvey-zMln-yR2GqTkzs_bdA1B3APLvdAr2hpeeGrs9uGQbbJG8-nU5Yo6_l95N3x1a-kde6hFXtlje0O6Us4cgkX7E1xr3eiAZX8D6U2nMd207rLA7Nhq2tqep.jpg?r=28b,2015,2015,TV-MA,67 min,"In a witty solo show, Brent Morin serves up infectious laughs on the agony of puberty, hot guy problems and the time a girl dumped him for a magician.",['Comedy'],7.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
705,Jim Jefferies : BARE,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABfrWG9WNJRG0Sk5tzH5LxylL9O6zOGPoC4Ye_kSIF1LNL_DKoPlohkT_DnBvxk64MxlDZwzpFuqran4J0snBpvZsuDe46npJPaw0EXcijvU9s0kbu2BGuox7O8s8.jpg?r=242,2014,2014,TV-MA,77 min,"Nothing is sacred in this show from Australian comic Jim Jefferies, whether it’s the mother of his child, auditioning disabled actors, or gun control.",['Comedy'],7.7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
706,Professor Mack,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABck6z-zdGN-leXxPZgfmIGFgs9TGV-arbP9ut9m0r9TtszPIVgbJLsU6MPp32UrwtOyRsx4tUV0dcP1snZSUlE58PK8.jpg?r=775,2018,2018,TV-MA,84 min,"When a confident college professor is courted by four eligible and well-established men, she struggles to decide who she likes the best.","['Comedy', 'Romantic']",4.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,movie
707,Screwball,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVWnP6bZbpz2Ur9NICtLNr8CQkP2tAWdaRGXQpzVPdN3JWP9E6CumPkC6IOF6SC8REGMlgMcU59JukuG5laWOhKemDc.jpg?r=06e,2018,2018,TV-MA,105 min,A steroid peddler explains how he went from an unlicensed anti-aging expert to the point man for the biggest scandal in baseball history.,"['Documentaries', 'Reality']",6.2,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,movie
708,Sebastian Maniscalco: Why Would You Do That,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZhmTj7krFpSm9j5-KmiJrAVr6GPHAuLpYm8dpcZ0Zlxlj2ajAQWHDLfgCcPC1QIZXlYLTnP1KnYTUofnNG2aTUdz9A.jpg?r=9e6,2016,2016,TV-MA,63 min,"Sebastian Maniscalco delivers an expressive stand-up at the legendary Beacon Theatre on Whole Foods, family nicknames and dodging obnoxious neighbors.",['Comedy'],7.1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
709,Detention Letter,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABSKuafdA9-tkBZh-dkOGjBBWnt39OvUof6jEmL_OOeLrrKL8ZvZz1bPv11A8UMbz5V1oDXWstQ8uFsnwUdg7SoLBZoY.jpg?r=5ed,2017,2017,TV-14,99 min,A man begins to regret his choices when his brother decides to join him as a member of the same terrorist organization.,"['Action', 'Adventure', 'International']",3.5,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,movie
710,Enter the Anime,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABaPfIlo_ASglhM6LlDJ4a3iI4IjrgKNVRIsxwyaqBsXcZe0oj5ogT4FXjwMdpQGPcVglyBzmjfrZXbsadaJPf7bGID19_fH7CxCrGoIS2WY3sy-NQP92DUXACaXc.jpg?r=411,2019,2019,TV-MA,59 min,"What is anime? Through deep-dives with notable masterminds of this electrifying genre, this fast-paced peek behind the curtain seeks to find the answers.","['Documentaries', 'International']",7.3,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,movie
711,No One Will Ever Know,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABT9CuLHbkcNN4dKQXHwaLFh_vPHG48tdum76LR-CV3XJFYV8eAUXoLMr-9bGuyWh9jcYTVW-HCGpJlJnbCTukLNV7q0.jpg?r=aae,2017,2017,TV-MA,102 min,A mother and young son escape into their own imaginations to ignore the reality of their lives in rural Mexico.,"['Dramas', 'International']",6.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
712,Misfit,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQ7TpbsxmeZTz9l8DgaIaWLl2WRcwhX79nKkWycdZ54m58kl7na4H9enoVWEMBBipML9og6AkTtPQ2j1i1Cgb-J1ne8.jpg?r=307,2017,2017,TV-14,81 min,"After living in America for years, a teenage girl moves back to the Netherlands and is quickly singled out as a misfit by the popular clique at school.","['Children', 'Children', 'Comedy', 'International']",4.4,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,movie
713,For Greater Glory,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABd97OtEgOP9Pll4kFoeBLvqfNp-a4G5-MZqB4xKAvRugFOzaUgvCg3L0-3mwuV1ngqaIqzphRme_yOC6Uw5p6V5JlGo.jpg?r=10c,2012,2012,R,145 min,"When a vicious war against Catholics is waged in Mexico in the 1920s, a retired general joins the militia fighting to preserve religious freedom.","['Dramas', 'International']",5.9,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
714,Léa & I,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZADjIO7R5nbp4gNAv9slH4KsQPM4O7ueJmqZ1mk0n4R4HIv4bLVqMArCVC-TQ5gsIh4BFjXlmOZYRqJdXkXeBox6Wg.jpg?r=f8b,2019,2019,TV-MA,84 min,Best friends Léa and Camille explore the notion of healing while traveling to Latin America in search of a cure for a terminal disease.,['Documentaries'],6.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,movie
715,Otherhood,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUGiuQZoPeZK_DQExJFrvcoOGIKYftmfuyv4C8TTxa5g7vTk-_NkE6eQYwlE1d265GCRexaGQk9tmt67YQFDHtOUtA3BSfAaFGlsIDajCN6bjJEVivQAA44DIYVe.jpg?r=7a4,2019,2019,R,101 min,"Feeling forgotten on Mother's Day, three best friends leave the suburbs and drive to New York City to surprise their adult sons.",['Comedy'],5.6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
716,Uriyadi 2,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABa5ZyYRvLLPm-o8ml5pLZp-Zvf8gMuzY3unijwxliJV-EToJiKWlav0JMHW1PVqLlyTZi6o1Qm3jOX3QLyRoMATr1Kg.jpg?r=b08,2019,2019,TV-MA,116 min,"When a chemical plant's poor conditions cause tragedies, an employee leads a protest against the company’s callous owner and local politicians.","['Dramas', 'International']",7.1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
717,3 Idiots,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABY3t3AvX8uH3udIYZQsKvxeE4Gx7qejXn-jshAMd-ShPyGz6UQ59zwDhXygAuJy4vo7vdIRKSw48e5-GIDKYiTEQqzs.jpg?r=ba2,2009,2009,PG-13,164 min,"While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system.","['Comedy', 'Dramas', 'International']",7.5,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,movie
718,Are We Done Yet?,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABdKJIFT2CYyg2PLabBdNTth4WxUe8cgOiibL_JBSI6TZKJAwR3QmwC1Cu5OYbejnxzlTNWWU8ob9hItJ7vCduJUT7F8.jpg?r=94b,2018,2018,TV-14,87 min,"When authorities arrest his young son, a taxi driver must convince the courts and rabid media that he's not the criminal they seek.","['Comedy', 'Dramas', 'International']",6.1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,movie
719,Boyka: Undisputed,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWqPw0v8qKXeXQjSaKwhMgOREcusv_Me0hT6MedQ4Eo6FKGinEETZgU_xb7Ch4VAOhirpyk7sIw6qdaj-H9w7gcbk8Q.jpg?r=964,2016,2016,R,90 min,The fourth film in the action franchise finds Boyka taking on brutal gangsters to protect the widow of a man he unintentionally killed in the ring.,"['Action', 'Adventure']",5.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,movie
720,Clash of the Titans,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWYU0MhROXl1LD2pbIe8_bNYzuEdDqaWzURSK72qYu6mOj9rCJcJ-v923mVZ2MwMbWjy0cyRbCIFvKUJVI0AFCSHdXo.jpg?r=120,2010,2010,PG-13,106 min,"If he is to save the life of the beautiful Princess Andromeda, the valiant Perseus must battle a host of powerful, beastly enemies.","['Action', 'Adventure', 'Sci-Fi', 'Fantasy']",8.9,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,movie
721,Darna Mana Hai,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZ94XHa-zEw3Ld4gcLYmP0dmqqjqRaRNL9DNAt8HIg2AzL0AbGYWy4kGLp1tdpTmy1m9eb_yAz5dbMXFjNWvk9Pm3xY.jpg?r=c27,2003,2003,TV-MA,116 min,"Stranded in a jungle when their car breaks down, six friends pass their time exchanging horror stories, unaware that they may be part of one themselves.","['Horror', 'International', 'Thrillers']",4.2,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,movie
722,Ek Hasina Thi,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABROK1TwuKkO3N_eZFyOzK7KogluB3jDPjX6FJ6AiA8Mhr-tmio_tbHBTCfNcWUUSldIKM6MyjLUoC3-S0QwzPCkjbIY.jpg?r=a02,2004,2004,TV-MA,134 min,"Imprisoned for underworld crimes she didn’t commit, a vengeful woman breaks free and goes scorched earth on the smooth-talking suitor who framed her.","['Dramas', 'International', 'Thrillers']",7.1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,movie
